text,category_clean,lat,lon,timestamp,severity_score,closed_date,lat_rounded,lon_rounded,spatial_density,time_window,temporal_density,growth_rate,acceleration,severity_norm,spatial_norm,temporal_norm,acceleration_norm,surge_gt_consensus,cond_count,cond_spatial,cond_severity,win_count,win_spatial_max,win_sev_mean,resolution_hours,surge_gt_external,mean_res_hours,priority_score
Banging/Pounding,noise,40.75977335133,-73.73105252228,2022-01-01 00:03:20,0.6436396401375533,2022-01-01 00:10:59,40.7598,-73.7311,12,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.0482456140350877,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.1275,0,10.805623456790125,0.3749150290299357
Loud Music/Party,noise,40.60992870796,-73.93283401384,2022-01-01 00:03:24,0.4851893309503794,2022-01-01 01:02:12,40.6099,-73.9328,34,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1447368421052631,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.98,0,10.805623456790125,0.4028974851702866
Loud Music/Party,noise,40.60501159509,-73.95246616356,2022-01-01 00:03:58,0.4851893309503794,2022-01-01 00:10:33,40.605,-73.9525,73,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3157894736842105,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.1097222222222222,0,10.805623456790125,0.4525027483281813
Loud Music/Party,noise,40.80327029324,-73.95666987977,2022-01-01 00:04:26,0.4851893309503794,2022-01-01 00:21:13,40.8033,-73.9567,137,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.5964912280701754,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2797222222222222,0,10.805623456790125,0.5339062571001112
Loud Music/Party,noise,40.8092835471,-73.95552084247,2022-01-01 00:04:30,0.4851893309503794,2022-01-01 00:07:46,40.8093,-73.9555,61,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2631578947368421,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.0544444444444444,0,10.805623456790125,0.4372395904334444
Loud Music/Party,noise,40.66811112209,-73.95153803724,2022-01-01 00:05:06,0.4851893309503794,2022-01-01 00:23:00,40.6681,-73.9515,105,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4561403508771929,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2983333333333333,0,10.805623456790125,0.4932045027141462
Loud Music/Party,noise,40.76154468059,-73.92445081255,2022-01-01 00:05:15,0.4851893309503794,2022-01-01 01:05:01,40.7615,-73.9245,90,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3903508771929824,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.9961111111111112,0,10.805623456790125,0.4741255553457252
Banging/Pounding,noise,40.82175749036,-73.94142160458,2022-01-01 00:05:19,0.6436396401375533,2022-01-01 06:05:19,40.8218,-73.9414,113,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.4912280701754385,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,6.0,0,10.805623456790125,0.5033799413106375
Banging/Pounding,noise,40.76611562248,-73.76721402199,2022-01-01 00:05:21,0.6436396401375533,2022-01-01 01:30:33,40.7661,-73.7672,35,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.1491228070175438,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.42,0,10.805623456790125,0.404169414994848
Loud Music/Party,noise,40.62817375604,-73.9166833348,2022-01-01 00:05:24,0.4851893309503794,2022-01-01 00:08:42,40.6282,-73.9167,38,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1622807017543859,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.055,0,10.805623456790125,0.4079852044685322
Commercial Overnight Parking,traffic,40.84728195781,-73.85563570283,2022-01-01 00:05:31,0.7091008700430392,2022-01-01 03:15:22,40.8473,-73.8556,71,2022-01-01 00:00:00,184,0.0,0.0,0.6179352447652595,0.3070175438596491,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.1641666666666666,0,10.805623456790125,0.4499588886790585
Request Large Bulky Item Collection,sanitation,40.53955821953,-74.17728140458,2022-01-01 00:06:00,0.6691545978188516,2022-01-04 00:00:00,40.5396,-74.1773,20,2022-01-01 00:00:00,184,0.0,0.0,0.5076943451477628,0.0833333333333333,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,71.9,0,10.805623456790125,0.3850904676264269
Loud Music/Party,noise,40.66003783944,-73.99479900733,2022-01-01 00:06:01,0.4851893309503794,2022-01-01 00:21:33,40.66,-73.9948,74,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3201754385964912,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2588888888888889,0,10.805623456790125,0.4537746781527427
Banging/Pounding,noise,40.61633996245,-74.01512091077,2022-01-01 00:06:01,0.6436396401375533,2022-01-01 00:26:25,40.6163,-74.0151,34,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.1447368421052631,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.34,0,10.805623456790125,0.4028974851702866
Loud Music/Party,noise,40.80256198626,-73.96417609587,2022-01-01 00:06:15,0.4851893309503794,2022-01-01 00:19:17,40.8026,-73.9642,95,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4122807017543859,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2172222222222222,0,10.805623456790125,0.4804852044685322
Loud Talking,noise,40.8303623559,-73.86602154214,2022-01-01 00:06:22,0.5809446413069963,2022-01-01 00:10:14,40.8304,-73.866,82,2022-01-01 00:00:00,184,0.0,0.0,0.2642587397798345,0.3552631578947368,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.0644444444444444,0,10.805623456790125,0.463950116749234
No Access,traffic,40.71456225743,-73.76123649252,2022-01-01 00:06:32,0.7186390157788992,2022-01-01 01:16:07,40.7146,-73.7612,26,2022-01-01 00:00:00,184,0.0,0.0,0.6442579454343675,0.1096491228070175,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.1597222222222223,0,10.805623456790125,0.3927220465737954
Loud Music/Party,noise,40.62818750087,-73.91671213822,2022-01-01 00:07:03,0.4851893309503794,2022-01-01 00:56:47,40.6282,-73.9167,38,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1622807017543859,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.8288888888888889,0,10.805623456790125,0.4079852044685322
Banging/Pounding,noise,40.71983617682,-73.80084278182,2022-01-01 00:07:08,0.6436396401375533,2022-01-01 02:06:12,40.7198,-73.8008,42,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.1798245614035087,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.9844444444444445,0,10.805623456790125,0.4130729237667778
Loud Music/Party,noise,40.85395008949,-73.8303284372,2022-01-01 00:07:11,0.4851893309503794,2022-01-01 04:07:03,40.854,-73.8303,67,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2894736842105263,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.997777777777778,0,10.805623456790125,0.4448711693808129
Loud Music/Party,noise,40.77668345271,-73.84605094167,2022-01-01 00:07:32,0.4851893309503794,2022-01-01 03:40:13,40.7767,-73.8461,47,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2017543859649122,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.544722222222222,0,10.805623456790125,0.4194325728895848
Loud Music/Party,noise,40.80256198626,-73.96417609587,2022-01-01 00:07:38,0.4851893309503794,2022-01-01 00:19:32,40.8026,-73.9642,95,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4122807017543859,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.1983333333333333,0,10.805623456790125,0.4804852044685322
Banging/Pounding,noise,40.68726154039,-73.9350818362,2022-01-01 00:07:41,0.6436396401375533,2022-01-01 01:18:22,40.6873,-73.9351,86,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.3728070175438596,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.1780555555555556,0,10.805623456790125,0.4690378360474795
Loud Music/Party,noise,40.66347319635,-73.9832175543,2022-01-01 00:07:59,0.4851893309503794,2022-01-01 00:49:24,40.6635,-73.9832,122,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.5307017543859649,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.6902777777777778,0,10.805623456790125,0.5148273097316901
Loud Music/Party,noise,40.85736102774,-73.93006449586,2022-01-01 00:08:01,0.4851893309503794,2022-01-01 00:32:35,40.8574,-73.9301,114,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4956140350877193,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.4094444444444444,0,10.805623456790125,0.5046518711351988
Blocked Hydrant,traffic,40.75322451289,-73.88116265636,2022-01-01 00:08:28,0.7254151567816735,2022-01-01 03:20:39,40.7532,-73.8812,70,2022-01-01 00:00:00,184,0.0,0.0,0.6629582605949026,0.3026315789473684,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.203055555555556,0,10.805623456790125,0.4486869588544971
Loud Music/Party,noise,40.76154468059,-73.92445081255,2022-01-01 00:08:44,0.4851893309503794,2022-01-01 01:04:42,40.7615,-73.9245,90,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3903508771929824,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.9327777777777778,0,10.805623456790125,0.4741255553457252
Partial Access,traffic,40.65533620835,-73.87192687754,2022-01-01 00:08:55,0.7077390201389788,2022-01-01 00:53:36,40.6553,-73.8719,30,2022-01-01 00:00:00,184,0.0,0.0,0.6141769076236848,0.1271929824561403,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7447222222222222,0,10.805623456790125,0.397809765872041
Loud Music/Party,noise,40.67457993086,-73.95006607001,2022-01-01 00:08:57,0.4851893309503794,2022-01-01 01:13:45,40.6746,-73.9501,123,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.5350877192982456,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.08,0,10.805623456790125,0.5160992395562516
Loud Music/Party,noise,40.69619050135,-73.93548064797,2022-01-01 00:09:06,0.4851893309503794,2022-01-01 01:19:11,40.6962,-73.9355,99,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4298245614035088,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.1680555555555556,0,10.805623456790125,0.4855729237667778
Loud Music/Party,noise,40.67651306744,-73.86315084408,2022-01-01 00:09:23,0.4851893309503794,2022-01-01 06:22:27,40.6765,-73.8632,36,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1535087719298245,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,6.217777777777778,0,10.805623456790125,0.4054413448194094
Loud Music/Party,noise,40.80769240336,-73.85152047577,2022-01-01 00:09:31,0.4851893309503794,2022-01-01 02:25:18,40.8077,-73.8515,36,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1535087719298245,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,2.263055555555556,0,10.805623456790125,0.4054413448194094
Loud Music/Party,noise,40.62985312573,-73.96308352799,2022-01-01 00:09:42,0.4851893309503794,2022-01-01 00:42:50,40.6299,-73.9631,48,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2061403508771929,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.5522222222222222,0,10.805623456790125,0.4207045027141463
Loud Music/Party,noise,40.84242450512,-73.92592751204,2022-01-01 00:09:55,0.4851893309503794,2022-01-01 02:55:53,40.8424,-73.9259,80,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3464912280701754,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,2.766111111111111,0,10.805623456790125,0.4614062571001112
Loud Music/Party,noise,40.62893188696,-74.13480257504,2022-01-01 00:10:21,0.4851893309503794,2022-01-01 00:57:18,40.6289,-74.1348,29,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1228070175438596,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7825,0,10.805623456790125,0.3965378360474796
Banging/Pounding,noise,40.82517018582,-73.916357187,2022-01-01 00:10:25,0.6436396401375533,2022-01-01 06:19:43,40.8252,-73.9164,91,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.3947368421052631,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,6.155,0,10.805623456790125,0.4753974851702866
Banging/Pounding,noise,40.83329535436,-73.91013867178,2022-01-01 00:10:45,0.6436396401375533,2022-01-01 09:22:18,40.8333,-73.9101,86,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.3728070175438596,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,9.1925,0,10.805623456790125,0.4690378360474795
Banging/Pounding,noise,40.7332837915,-73.7731957606,2022-01-01 00:10:51,0.6436396401375533,2022-01-01 01:50:39,40.7333,-73.7732,9,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.0350877192982456,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.663333333333333,0,10.805623456790125,0.3710992395562515
Pothole,road,40.61629007727,-73.92660347711,2022-01-01 00:11:06,0.7200527958571911,2022-01-03 13:25:00,40.6163,-73.9266,57,2022-01-01 00:00:00,184,0.0,0.0,0.6481595958015779,0.2456140350877192,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,61.23166666666667,0,10.805623456790125,0.4321518711351989
Banging/Pounding,noise,40.84506624531,-73.87884806562,2022-01-01 00:11:20,0.6436396401375533,2022-01-01 00:44:29,40.8451,-73.8788,45,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.1929824561403508,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.5525,0,10.805623456790125,0.416888713240462
Loud Music/Party,noise,40.80256198626,-73.96417609587,2022-01-01 00:11:32,0.4851893309503794,2022-01-01 00:19:56,40.8026,-73.9642,95,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.4122807017543859,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.14,0,10.805623456790125,0.4804852044685322
Loud Talking,noise,40.71781776731,-73.99109689695,2022-01-01 00:11:37,0.5809446413069963,2022-01-01 00:32:53,40.7178,-73.9911,153,2022-01-01 00:00:00,184,0.0,0.0,0.2642587397798345,0.6666666666666666,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.3544444444444444,0,10.805623456790125,0.5542571342930935
Blocked Hydrant,traffic,40.75770057034,-73.73558371132,2022-01-01 00:11:39,0.7254151567816735,2022-01-01 00:56:58,40.7577,-73.7356,7,2022-01-01 00:00:00,184,0.0,0.0,0.6629582605949026,0.0263157894736842,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7552777777777778,0,10.805623456790125,0.3685553799071287
Banging/Pounding,noise,40.6019398251,-74.08218557551,2022-01-01 00:11:52,0.6436396401375533,2022-01-01 00:55:42,40.6019,-74.0822,16,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.0657894736842105,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7305555555555555,0,10.805623456790125,0.3800027483281814
Loud Music/Party,noise,40.71153913848,-73.98018993657,2022-01-01 00:12:08,0.4851893309503794,2022-01-01 01:26:29,40.7115,-73.9802,29,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.1228070175438596,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.2391666666666667,0,10.805623456790125,0.3965378360474796
Loud Music/Party,noise,40.76154468059,-73.92445081255,2022-01-01 00:12:22,0.4851893309503794,2022-01-01 01:06:25,40.7615,-73.9245,90,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3903508771929824,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.9008333333333334,0,10.805623456790125,0.4741255553457252
Loud Music/Party,noise,40.82466364184,-73.95223338126,2022-01-01 00:13:08,0.4851893309503794,2022-01-01 00:55:24,40.8247,-73.9522,128,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.5570175438596491,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7044444444444444,0,10.805623456790125,0.5224588886790584
Engine Idling,noise,40.74090495433,-73.97831552478,2022-01-01 00:13:11,0.7153465121984481,2022-01-01 00:16:22,40.7409,-73.9783,104,2022-01-01 00:00:00,184,0.0,0.0,0.6351715266900678,0.4517543859649123,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.0530555555555555,0,10.805623456790125,0.4919325728895848
Loud Music/Party,noise,40.73507980814,-73.89324331007,2022-01-01 00:13:12,0.4851893309503794,2022-01-01 00:59:07,40.7351,-73.8932,75,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3245614035087719,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7652777777777777,0,10.805623456790125,0.4550466079773042
Banging/Pounding,noise,40.63702960475,-73.89467204913,2022-01-01 00:13:18,0.6436396401375533,2022-01-01 00:31:10,40.637,-73.8947,46,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.1973684210526315,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2977777777777777,0,10.805623456790125,0.4181606430650234
Loud Music/Party,noise,40.7238993356,-73.87832514175,2022-01-01 00:13:27,0.4851893309503794,2022-01-01 04:27:13,40.7239,-73.8783,47,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2017543859649122,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,4.229444444444445,0,10.805623456790125,0.4194325728895848
Car/Truck Music,noise,40.7466830723,-73.90071335326,2022-01-01 00:14:42,0.6219327751547098,2022-01-01 00:58:42,40.7467,-73.9007,59,2022-01-01 00:00:00,184,0.0,0.0,0.3773748954915629,0.2543859649122807,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.7333333333333333,0,10.805623456790125,0.4346957307843217
Loud Music/Party,noise,40.77340520167,-73.82786554537,2022-01-01 00:15:16,0.4851893309503794,2022-01-01 03:41:23,40.7734,-73.8279,15,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.0614035087719298,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.435277777777778,0,10.805623456790125,0.3787308185036199
Loud Music/Party,noise,40.74243904326,-73.87221775215,2022-01-01 00:15:27,0.4851893309503794,2022-01-01 04:49:37,40.7424,-73.8722,56,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2412280701754386,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,4.569444444444445,0,10.805623456790125,0.4308799413106375
Partial Access,traffic,40.85908684475,-73.90946756935,2022-01-01 00:15:31,0.7077390201389788,2022-01-01 02:26:20,40.8591,-73.9095,58,2022-01-01 00:00:00,184,0.0,0.0,0.6141769076236848,0.25,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,2.180277777777778,0,10.805623456790125,0.4334238009597603
Loud Music/Party,noise,40.74282891981,-73.85385555822,2022-01-01 00:15:31,0.4851893309503794,2022-01-01 02:02:38,40.7428,-73.8539,60,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.2587719298245614,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,1.7852777777777775,0,10.805623456790125,0.4359676606088831
ENTIRE BUILDING,water,40.84846021726,-73.94030289497,2022-01-01 00:15:35,0.6984115201979875,2022-01-02 18:20:47,40.8485,-73.9403,80,2022-01-01 00:00:00,184,0.0,0.0,0.5884355323357446,0.3464912280701754,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,42.086666666666666,0,10.805623456790125,0.4614062571001112
APARTMENT ONLY,water,40.83291278297,-73.87637677069,2022-01-01 00:15:39,0.7040020372718572,2022-01-02 16:42:29,40.8329,-73.8764,69,2022-01-01 00:00:00,184,0.0,0.0,0.6038638463494161,0.2982456140350877,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,40.44722222222222,0,10.805623456790125,0.4474150290299357
Banging/Pounding,noise,40.77414577681,-73.80352541583,2022-01-01 00:15:51,0.6436396401375533,2022-01-01 03:41:46,40.7741,-73.8035,11,2022-01-01 00:00:00,184,0.0,0.0,0.4372799677384605,0.043859649122807,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,3.4319444444444445,0,10.805623456790125,0.3736430992053743
Blocked Hydrant,traffic,40.68341454511,-73.94244812647,2022-01-01 00:15:52,0.7254151567816735,2022-01-01 00:33:45,40.6834,-73.9424,110,2022-01-01 00:00:00,184,0.0,0.0,0.6629582605949026,0.4780701754385965,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.2980555555555556,0,10.805623456790125,0.4995641518369533
Loud Music/Party,noise,40.61613770425,-73.99436659536,2022-01-01 00:15:56,0.4851893309503794,2022-01-01 00:57:32,40.6161,-73.9944,86,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3728070175438596,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.6933333333333334,0,10.805623456790125,0.4690378360474795
ENTIRE BUILDING,water,40.65887599429,-73.91921480541,2022-01-01 00:16:02,0.6984115201979875,2022-01-02 11:36:51,40.6589,-73.9192,96,2022-01-01 00:00:00,184,0.0,0.0,0.5884355323357446,0.4166666666666667,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,35.346944444444446,0,10.805623456790125,0.4817571342930936
HEAVY FLOW,water,40.89439725601,-73.85769996209,2022-01-01 00:16:12,0.7274823151528834,2022-01-05 14:57:03,40.8944,-73.8577,88,2022-01-01 00:00:00,184,0.0,0.0,0.6686630582094355,0.3815789473684211,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,110.68083333333334,0,10.805623456790125,0.4715816956966024
WATER SUPPLY,water,40.58628257405,-73.80702318085,2022-01-01 00:16:14,0.7404776522889732,2022-01-09 10:14:30,40.5863,-73.807,14,2022-01-01 00:00:00,184,0.0,0.0,0.704526671431591,0.0570175438596491,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,201.9711111111111,0,10.805623456790125,0.3774588886790585
Loud Music/Party,noise,40.77090052677,-73.96119297494,2022-01-01 00:16:16,0.4851893309503794,2022-01-01 00:36:16,40.7709,-73.9612,85,2022-01-01 00:00:00,184,0.0,0.0,0.0,0.3684210526315789,0.475,0.5513670998701945,0,1,0,0,184,167,0.5709150153870249,0.3333333333333333,0,10.805623456790125,0.4677659062229182
